Order ID,Client ID,Instrument,Side,Execution Status,Quantity,Price,Reason,Transaction Time
ord53,53,Orchid,1,New,730,24.86,,20260423-090129.801
ord54,54,Lotus,2,Pfill,30,44.01,,20260423-090129.801
ord23,23,Lotus,1,Fill,30,44.01,,20260423-090129.801
ord55,55,Tulip,2,New,350,29.82,,20260423-090129.801
ord56,56,Lavender,1,New,250,37.96,,20260423-090129.801
ord57,57,Tulip,1,New,560,25.59,,20260423-090129.801
ord58,58,Tulip,2,New,380,41.00,,20260423-090129.801
ord59,59,Lavender,2,Fill,420,38.46,,20260423-090129.801
ord44,44,Lavender,1,Pfill,420,38.46,,20260423-090129.801
ord60,60,Rose,2,New,270,12.06,,20260423-090129.801
ord61,61,Lavender,1,New,760,17.45,,20260423-090129.801
ord62,62,Rose,2,New,680,46.31,,20260423-090129.801
ord63,63,Lotus,2,Pfill,40,39.56,,20260423-090129.801
ord17,17,Lotus,1,Fill,40,39.56,,20260423-090129.801
ord63,63,Lotus,2,Pfill,10,39.24,,20260423-090129.801
ord42,42,Lotus,1,Fill,10,39.24,,20260423-090129.801
ord64,64,Orchid,1,New,880,26.51,,20260423-090129.801
ord65,65,Lavender,2,Pfill,50,38.46,,20260423-090129.801
ord44,44,Lavender,1,Fill,50,38.46,,20260423-090129.801
ord65,65,Lavender,2,Pfill,250,37.96,,20260423-090129.801
ord56,56,Lavender,1,Fill,250,37.96,,20260423-090129.801
ord66,66,Tulip,2,Pfill,560,25.59,,20260423-090129.801
ord57,57,Tulip,1,Fill,560,25.59,,20260423-090129.801
ord66,66,Tulip,2,Fill,90,25.04,,20260423-090129.801
ord33,33,Tulip,1,Pfill,90,25.04,,20260423-090129.801
ord67,67,Lotus,2,New,980,43.30,,20260423-090129.801
ord68,68,Lavender,1,New,210,13.71,,20260423-090129.801
ord69,69,Orchid,2,Fill,50,48.24,,20260423-090129.801
ord31,31,Orchid,1,Pfill,50,48.24,,20260423-090129.801
ord70,70,Orchid,2,Fill,500,48.24,,20260423-090129.801
ord31,31,Orchid,1,Pfill,500,48.24,,20260423-090129.801
ord71,71,Rose,1,Pfill,270,12.06,,20260423-090129.802
ord60,60,Rose,2,Fill,270,12.06,,20260423-090129.802
ord71,71,Rose,1,Fill,320,28.78,,20260423-090129.802
ord51,51,Rose,2,Pfill,320,28.78,,20260423-090129.802
ord72,72,Rose,1,New,630,13.37,,20260423-090129.802
ord73,73,Lavender,2,Fill,410,28.08,,20260423-090129.802
ord29,29,Lavender,1,Pfill,410,28.08,,20260423-090129.802
ord74,74,Orchid,2,Pfill,60,48.24,,20260423-090129.802
ord31,31,Orchid,1,Fill,60,48.24,,20260423-090129.802
ord74,74,Orchid,2,Pfill,90,47.77,,20260423-090129.802
ord20,20,Orchid,1,Fill,90,47.77,,20260423-090129.802
ord74,74,Orchid,2,Pfill,60,35.61,,20260423-090129.802
ord21,21,Orchid,1,Fill,60,35.61,,20260423-090129.802
ord74,74,Orchid,2,Fill,190,33.77,,20260423-090129.802
ord4,4,Orchid,1,Pfill,190,33.77,,20260423-090129.802
ord75,75,Orchid,1,New,860,39.37,,20260423-090129.802
ord76,76,Rose,1,New,410,22.71,,20260423-090129.802
ord77,77,Tulip,2,Fill,70,25.04,,20260423-090129.802
ord33,33,Tulip,1,Pfill,70,25.04,,20260423-090129.802
ord78,78,Lotus,2,Fill,60,19.61,,20260423-090129.802
ord47,47,Lotus,1,Pfill,60,19.61,,20260423-090129.802
ord79,79,Lavender,2,New,730,42.11,,20260423-090129.802
ord80,80,Rose,2,New,570,37.93,,20260423-090129.802
ord81,81,Tulip,2,New,110,48.49,,20260423-090129.802
ord82,82,Tulip,1,Pfill,350,29.82,,20260423-090129.802
ord55,55,Tulip,2,Fill,350,29.82,,20260423-090129.802
ord82,82,Tulip,1,Fill,150,36.89,,20260423-090129.802
ord1,1,Tulip,2,Pfill,150,36.89,,20260423-090129.802
ord83,83,Rose,1,Pfill,240,28.78,,20260423-090129.802
ord51,51,Rose,2,Fill,240,28.78,,20260423-090129.802
ord84,84,Lotus,1,New,400,18.44,,20260423-090129.802
ord85,85,Rose,2,New,80,37.83,,20260423-090129.802
ord86,86,Tulip,1,New,790,21.04,,20260423-090129.802
ord87,87,Rose,1,New,130,34.40,,20260423-090129.802
ord88,88,Tulip,1,New,860,31.36,,20260423-090129.802
ord89,89,Rose,1,New,210,17.60,,20260423-090129.802
ord90,90,Tulip,2,Fill,810,31.36,,20260423-090129.802
ord88,88,Tulip,1,Pfill,810,31.36,,20260423-090129.802
ord91,91,Lotus,1,Pfill,60,29.85,,20260423-090129.802
ord63,63,Lotus,2,Fill,60,29.85,,20260423-090129.802
ord92,92,Lotus,1,Fill,630,41.83,,20260423-090129.802
ord54,54,Lotus,2,Pfill,630,41.83,,20260423-090129.802
ord93,93,Tulip,2,New,910,41.40,,20260423-090129.802
ord94,94,Rose,1,Fill,310,35.67,,20260423-090129.802
ord48,48,Rose,2,Pfill,310,35.67,,20260423-090129.802
ord95,95,Orchid,1,New,120,30.00,,20260423-090129.802
ord96,96,Tulip,1,New,70,18.21,,20260423-090129.802
ord97,97,Orchid,2,Fill,110,39.37,,20260423-090129.802
ord75,75,Orchid,1,Pfill,110,39.37,,20260423-090129.802
ord98,98,Orchid,1,New,720,20.55,,20260423-090129.802
ord99,99,Rose,1,New,130,21.22,,20260423-090129.802
ord100,100,Lotus,1,New,440,22.93,,20260423-090129.802
ord101,101,Lavender,2,New,350,30.23,,20260423-090129.802
ord102,102,Tulip,2,New,180,35.22,,20260423-090129.802
ord103,103,Rose,2,New,360,43.43,,20260423-090129.802
ord104,104,Lotus,2,Pfill,120,33.44,,20260423-090129.802
ord91,91,Lotus,1,Fill,120,33.44,,20260423-090129.802
ord105,105,Tulip,1,New,890,12.02,,20260423-090129.802
ord106,106,Lotus,1,New,610,15.28,,20260423-090129.802
ord107,107,Orchid,2,Fill,50,39.37,,20260423-090129.802
ord75,75,Orchid,1,Pfill,50,39.37,,20260423-090129.802
ord108,108,Rose,1,Pfill,240,35.67,,20260423-090129.802
ord48,48,Rose,2,Fill,240,35.67,,20260423-090129.802
ord109,109,Tulip,1,New,870,22.86,,20260423-090129.802
ord110,110,Orchid,1,New,360,46.69,,20260423-090129.802
ord111,111,Tulip,1,New,130,25.89,,20260423-090129.802
ord112,112,Lavender,1,New,210,26.57,,20260423-090129.802
ord113,113,Tulip,2,New,460,45.25,,20260423-090129.802
ord114,114,Lotus,2,New,370,23.98,,20260423-090129.802
ord115,115,Orchid,2,Pfill,360,46.69,,20260423-090129.802
ord110,110,Orchid,1,Fill,360,46.69,,20260423-090129.802
ord115,115,Orchid,2,Fill,180,39.37,,20260423-090129.802
ord75,75,Orchid,1,Pfill,180,39.37,,20260423-090129.802
ord116,116,Lavender,2,Pfill,20,28.08,,20260423-090129.802
ord29,29,Lavender,1,Fill,20,28.08,,20260423-090129.802
ord116,116,Lavender,2,Fill,50,26.57,,20260423-090129.802
ord112,112,Lavender,1,Pfill,50,26.57,,20260423-090129.802
ord117,117,Lotus,2,New,40,45.50,,20260423-090129.803
ord118,118,Lavender,2,New,570,39.64,,20260423-090129.803
ord119,119,Rose,1,New,270,15.34,,20260423-090129.803
ord120,120,Lavender,1,Pfill,160,28.37,,20260423-090129.803
ord65,65,Lavender,2,Fill,160,28.37,,20260423-090129.803
ord120,120,Lavender,1,Fill,140,30.23,,20260423-090129.803
ord101,101,Lavender,2,Pfill,140,30.23,,20260423-090129.803
ord121,121,Lotus,2,New,40,27.91,,20260423-090129.803
ord122,122,Rose,2,Pfill,190,36.68,,20260423-090129.803
ord108,108,Rose,1,Fill,190,36.68,,20260423-090129.803
ord122,122,Rose,2,Pfill,130,34.40,,20260423-090129.803
ord87,87,Rose,1,Fill,130,34.40,,20260423-090129.803
ord122,122,Rose,2,Fill,230,31.43,,20260423-090129.803
ord83,83,Rose,1,Pfill,230,31.43,,20260423-090129.803
ord123,123,Tulip,2,Pfill,50,31.36,,20260423-090129.803
ord88,88,Tulip,1,Fill,50,31.36,,20260423-090129.803
ord123,123,Tulip,2,Pfill,130,25.89,,20260423-090129.803
ord111,111,Tulip,1,Fill,130,25.89,,20260423-090129.803
ord123,123,Tulip,2,Fill,670,25.04,,20260423-090129.803
ord33,33,Tulip,1,Pfill,670,25.04,,20260423-090129.803
ord124,124,Lotus,1,New,480,10.94,,20260423-090129.803
ord125,125,Rose,1,Pfill,80,37.83,,20260423-090129.803
ord85,85,Rose,2,Fill,80,37.83,,20260423-090129.803
ord125,125,Rose,1,Pfill,570,37.93,,20260423-090129.803
ord80,80,Rose,2,Fill,570,37.93,,20260423-090129.803
ord125,125,Rose,1,Fill,90,43.43,,20260423-090129.803
ord103,103,Rose,2,Pfill,90,43.43,,20260423-090129.803
ord126,126,Lotus,2,Fill,220,22.93,,20260423-090129.803
ord100,100,Lotus,1,Pfill,220,22.93,,20260423-090129.803
ord127,127,Lavender,2,New,870,38.14,,20260423-090129.803
ord128,128,Lotus,2,New,250,49.10,,20260423-090129.803
ord129,129,Tulip,1,New,860,16.96,,20260423-090129.803
ord130,130,Lotus,1,Pfill,370,23.98,,20260423-090129.803
ord114,114,Lotus,2,Fill,370,23.98,,20260423-090129.803
ord130,130,Lotus,1,Fill,90,24.57,,20260423-090129.803
ord104,104,Lotus,2,Pfill,90,24.57,,20260423-090129.803
ord131,131,Orchid,2,Fill,90,39.37,,20260423-090129.803
ord75,75,Orchid,1,Pfill,90,39.37,,20260423-090129.803
ord132,132,Rose,2,Pfill,420,31.43,,20260423-090129.803
ord83,83,Rose,1,Fill,420,31.43,,20260423-090129.803
ord132,132,Rose,2,Pfill,410,22.71,,20260423-090129.803
ord76,76,Rose,1,Fill,410,22.71,,20260423-090129.803
ord132,132,Rose,2,Fill,90,21.22,,20260423-090129.803
ord99,99,Rose,1,Pfill,90,21.22,,20260423-090129.803
ord133,133,Lotus,2,New,90,40.78,,20260423-090129.803
ord134,134,Lotus,1,Pfill,10,24.57,,20260423-090129.803
ord104,104,Lotus,2,Fill,10,24.57,,20260423-090129.803
ord134,134,Lotus,1,Pfill,40,27.91,,20260423-090129.803
ord121,121,Lotus,2,Fill,40,27.91,,20260423-090129.803
ord135,135,Rose,1,Pfill,270,43.43,,20260423-090129.803
ord103,103,Rose,2,Fill,270,43.43,,20260423-090129.803
ord135,135,Rose,1,Fill,60,46.31,,20260423-090129.803
ord62,62,Rose,2,Pfill,60,46.31,,20260423-090129.803
ord136,136,Tulip,2,Pfill,170,25.04,,20260423-090129.803
ord33,33,Tulip,1,Fill,170,25.04,,20260423-090129.803
ord136,136,Tulip,2,Fill,110,22.86,,20260423-090129.803
ord109,109,Tulip,1,Pfill,110,22.86,,20260423-090129.803
ord137,137,Tulip,1,New,370,16.90,,20260423-090129.803
ord138,138,Orchid,1,New,380,35.41,,20260423-090129.803
ord139,139,Lavender,2,New,690,38.87,,20260423-090129.803
ord140,140,Orchid,1,New,940,13.52,,20260423-090129.803
ord141,141,Lotus,2,New,820,48.36,,20260423-090129.803
ord142,142,Lavender,1,Fill,150,30.23,,20260423-090129.803
ord101,101,Lavender,2,Pfill,150,30.23,,20260423-090129.803
ord143,143,Lotus,1,New,540,19.19,,20260423-090129.803
ord144,144,Lavender,1,Pfill,60,30.23,,20260423-090129.803
ord101,101,Lavender,2,Fill,60,30.23,,20260423-090129.803
ord145,145,Lavender,2,Pfill,270,35.65,,20260423-090129.803
ord144,144,Lavender,1,Fill,270,35.65,,20260423-090129.803
ord145,145,Lavender,2,Pfill,160,26.57,,20260423-090129.803
ord112,112,Lavender,1,Fill,160,26.57,,20260423-090129.803
ord145,145,Lavender,2,Fill,170,17.45,,20260423-090129.803
ord61,61,Lavender,1,Pfill,170,17.45,,20260423-090129.803
ord146,146,Rose,2,Pfill,40,21.22,,20260423-090129.803
ord99,99,Rose,1,Fill,40,21.22,,20260423-090129.803
ord147,147,Orchid,1,New,700,49.63,,20260423-090129.803
ord148,148,Lavender,2,Fill,440,17.45,,20260423-090129.803
ord61,61,Lavender,1,Pfill,440,17.45,,20260423-090129.803
ord149,149,Orchid,2,Pfill,700,49.63,,20260423-090129.803
ord147,147,Orchid,1,Fill,700,49.63,,20260423-090129.803
ord149,149,Orchid,2,Fill,300,39.37,,20260423-090129.803
ord75,75,Orchid,1,Pfill,300,39.37,,20260423-090129.803
ord150,150,Lavender,1,Fill,850,38.14,,20260423-090129.803
ord127,127,Lavender,2,Pfill,850,38.14,,20260423-090129.803
ord151,151,Tulip,2,New,890,32.97,,20260423-090129.803
ord152,152,Lotus,2,New,780,44.59,,20260423-090129.803
ord153,153,Tulip,1,New,30,16.88,,20260423-090129.803
ord154,154,Lavender,2,New,410,40.00,,20260423-090129.803
ord155,155,Tulip,1,Fill,490,32.97,,20260423-090129.803
ord151,151,Tulip,2,Pfill,490,32.97,,20260423-090129.803
ord156,156,Orchid,1,New,830,28.02,,20260423-090129.803
ord157,157,Lavender,1,Pfill,20,38.14,,20260423-090129.803
ord127,127,Lavender,2,Fill,20,38.14,,20260423-090129.803
ord157,157,Lavender,1,Fill,130,38.87,,20260423-090129.803
ord139,139,Lavender,2,Pfill,130,38.87,,20260423-090129.803
ord158,158,Tulip,1,Pfill,400,32.97,,20260423-090129.803
ord151,151,Tulip,2,Fill,400,32.97,,20260423-090129.803
ord158,158,Tulip,1,Pfill,180,35.22,,20260423-090129.803
ord102,102,Tulip,2,Fill,180,35.22,,20260423-090129.803
ord158,158,Tulip,1,Fill,140,36.89,,20260423-090129.803
ord1,1,Tulip,2,Pfill,140,36.89,,20260423-090129.803
ord159,159,Tulip,1,Pfill,360,36.89,,20260423-090129.803
ord1,1,Tulip,2,Fill,360,36.89,,20260423-090129.803
ord159,159,Tulip,1,Pfill,380,41.00,,20260423-090129.803
ord58,58,Tulip,2,Fill,380,41.00,,20260423-090129.803
ord159,159,Tulip,1,Fill,100,41.40,,20260423-090129.803
ord93,93,Tulip,2,Pfill,100,41.40,,20260423-090129.803
ord160,160,Lotus,2,New,10,46.91,,20260423-090129.803
ord161,161,Rose,1,Pfill,130,19.98,,20260423-090129.803
ord146,146,Rose,2,Fill,130,19.98,,20260423-090129.803
ord162,162,Orchid,2,Pfill,130,39.37,,20260423-090129.803
ord75,75,Orchid,1,Fill,130,39.37,,20260423-090129.803
ord162,162,Orchid,2,Fill,340,35.41,,20260423-090129.803
ord138,138,Orchid,1,Pfill,340,35.41,,20260423-090129.803
ord163,163,Lavender,2,New,430,49.03,,20260423-090129.803
ord164,164,Rose,2,Pfill,160,36.79,,20260423-090129.804
ord161,161,Rose,1,Fill,160,36.79,,20260423-090129.804
ord164,164,Rose,2,Pfill,210,17.60,,20260423-090129.804
ord89,89,Rose,1,Fill,210,17.60,,20260423-090129.804
ord164,164,Rose,2,Fill,80,15.34,,20260423-090129.804
ord119,119,Rose,1,Pfill,80,15.34,,20260423-090129.804
ord165,165,Rose,2,New,380,48.73,,20260423-090129.804
ord166,166,Orchid,2,New,170,45.99,,20260423-090129.804
ord167,167,Lotus,1,New,500,11.22,,20260423-090129.804
ord168,168,Orchid,1,New,170,41.81,,20260423-090129.804
ord169,169,Rose,2,New,970,35.27,,20260423-090129.804
ord170,170,Rose,2,New,840,37.28,,20260423-090129.804
ord171,171,Tulip,1,Fill,470,41.40,,20260423-090129.804
ord93,93,Tulip,2,Pfill,470,41.40,,20260423-090129.804
ord172,172,Lotus,1,New,510,38.92,,20260423-090129.804
ord173,173,Lotus,2,Fill,430,38.92,,20260423-090129.804
ord172,172,Lotus,1,Pfill,430,38.92,,20260423-090129.804
ord174,174,Tulip,2,New,430,30.39,,20260423-090129.804
ord175,175,Lavender,2,New,930,28.20,,20260423-090129.804
ord176,176,Lotus,2,Fill,70,38.92,,20260423-090129.804
ord172,172,Lotus,1,Pfill,70,38.92,,20260423-090129.804
ord177,177,Lavender,1,Fill,720,28.20,,20260423-090129.804
ord175,175,Lavender,2,Pfill,720,28.20,,20260423-090129.804
ord178,178,Orchid,1,New,750,38.33,,20260423-090129.804
ord179,179,Lotus,1,Pfill,90,40.78,,20260423-090129.804
ord133,133,Lotus,2,Fill,90,40.78,,20260423-090129.804
ord179,179,Lotus,1,Fill,180,41.83,,20260423-090129.804
ord54,54,Lotus,2,Pfill,180,41.83,,20260423-090129.804
ord180,180,Tulip,2,New,470,24.97,,20260423-090129.804
ord181,181,Lotus,2,Pfill,10,38.92,,20260423-090129.804
ord172,172,Lotus,1,Fill,10,38.92,,20260423-090129.804
ord181,181,Lotus,2,Fill,180,30.30,,20260423-090129.804
ord134,134,Lotus,1,Pfill,180,30.30,,20260423-090129.804
ord182,182,Orchid,2,New,230,45.13,,20260423-090129.804
ord183,183,Lotus,1,New,340,19.96,,20260423-090129.804
ord184,184,Lotus,2,Fill,80,30.30,,20260423-090129.804
ord134,134,Lotus,1,Pfill,80,30.30,,20260423-090129.804
ord185,185,Lotus,1,New,530,41.21,,20260423-090129.804
ord186,186,Rose,2,New,680,44.49,,20260423-090129.804
ord187,187,Orchid,2,Pfill,170,41.81,,20260423-090129.804
ord168,168,Orchid,1,Fill,170,41.81,,20260423-090129.804
ord187,187,Orchid,2,Fill,640,38.33,,20260423-090129.804
ord178,178,Orchid,1,Pfill,640,38.33,,20260423-090129.804
ord188,188,Lotus,1,New,90,22.82,,20260423-090129.804
ord189,189,Lotus,1,Pfill,100,41.83,,20260423-090129.804
ord54,54,Lotus,2,Fill,100,41.83,,20260423-090129.804
ord189,189,Lotus,1,Fill,570,43.30,,20260423-090129.804
ord67,67,Lotus,2,Pfill,570,43.30,,20260423-090129.804
ord190,190,Orchid,2,New,400,43.44,,20260423-090129.804
ord191,191,Lotus,2,Fill,120,41.21,,20260423-090129.804
ord185,185,Lotus,1,Pfill,120,41.21,,20260423-090129.804
ord192,192,Tulip,1,Pfill,470,24.97,,20260423-090129.804
ord180,180,Tulip,2,Fill,470,24.97,,20260423-090129.804
ord192,192,Tulip,1,Fill,180,30.39,,20260423-090129.804
ord174,174,Tulip,2,Pfill,180,30.39,,20260423-090129.804
ord193,193,Orchid,1,New,410,35.10,,20260423-090129.804
ord194,194,Orchid,2,Pfill,110,38.33,,20260423-090129.804
ord178,178,Orchid,1,Fill,110,38.33,,20260423-090129.804
ord194,194,Orchid,2,Pfill,40,35.41,,20260423-090129.804
ord138,138,Orchid,1,Fill,40,35.41,,20260423-090129.804
ord194,194,Orchid,2,Pfill,410,35.10,,20260423-090129.804
ord193,193,Orchid,1,Fill,410,35.10,,20260423-090129.804
ord194,194,Orchid,2,Pfill,10,33.77,,20260423-090129.804
ord4,4,Orchid,1,Fill,10,33.77,,20260423-090129.804
ord194,194,Orchid,2,Pfill,120,30.00,,20260423-090129.804
ord95,95,Orchid,1,Fill,120,30.00,,20260423-090129.804
ord194,194,Orchid,2,Fill,180,28.02,,20260423-090129.804
ord156,156,Orchid,1,Pfill,180,28.02,,20260423-090129.804
ord195,195,Lavender,1,New,90,26.53,,20260423-090129.804
ord196,196,Tulip,2,New,760,42.17,,20260423-090129.804
ord197,197,Lotus,2,Pfill,410,41.21,,20260423-090129.804
ord185,185,Lotus,1,Fill,410,41.21,,20260423-090129.804
ord198,198,Rose,2,New,350,32.82,,20260423-090129.804
ord199,199,Rose,1,New,450,16.58,,20260423-090129.804
ord200,200,Orchid,2,New,680,30.19,,20260423-090129.804
ord201,201,Lotus,1,Pfill,160,37.64,,20260423-090129.804
ord197,197,Lotus,2,Fill,160,37.64,,20260423-090129.804
ord201,201,Lotus,1,Pfill,410,43.30,,20260423-090129.804
ord67,67,Lotus,2,Fill,410,43.30,,20260423-090129.804
ord201,201,Lotus,1,Fill,30,44.59,,20260423-090129.804
ord152,152,Lotus,2,Pfill,30,44.59,,20260423-090129.804
ord202,202,Tulip,2,Fill,510,22.86,,20260423-090129.804
ord109,109,Tulip,1,Pfill,510,22.86,,20260423-090129.804
ord203,203,Tulip,2,New,20,47.53,,20260423-090129.804
ord204,204,Lavender,1,Pfill,210,28.20,,20260423-090129.804
ord175,175,Lavender,2,Fill,210,28.20,,20260423-090129.804
ord205,205,Rose,2,New,410,38.18,,20260423-090129.804
ord206,206,Lavender,2,New,480,47.91,,20260423-090129.804
ord207,207,Lotus,2,Fill,330,30.30,,20260423-090129.804
ord134,134,Lotus,1,Pfill,330,30.30,,20260423-090129.804
ord208,208,Orchid,1,New,390,24.97,,20260423-090129.804
ord209,209,Orchid,2,Fill,520,28.02,,20260423-090129.804
ord156,156,Orchid,1,Pfill,520,28.02,,20260423-090129.804
ord210,210,Lotus,2,Pfill,250,30.30,,20260423-090129.805
ord134,134,Lotus,1,Fill,250,30.30,,20260423-090129.805
ord211,211,Lavender,2,Pfill,400,37.28,,20260423-090129.805
ord204,204,Lavender,1,Fill,400,37.28,,20260423-090129.805
ord212,212,Rose,2,New,900,31.06,,20260423-090129.805
ord213,213,Orchid,2,New,790,40.15,,20260423-090129.805
ord214,214,Rose,1,New,350,10.87,,20260423-090129.805
ord215,215,Rose,1,New,900,26.66,,20260423-090129.805
ord216,216,Lotus,2,Pfill,220,22.93,,20260423-090129.805
ord100,100,Lotus,1,Fill,220,22.93,,20260423-090129.805
ord216,216,Lotus,2,Pfill,90,22.82,,20260423-090129.805
ord188,188,Lotus,1,Fill,90,22.82,,20260423-090129.805
ord216,216,Lotus,2,Fill,310,19.96,,20260423-090129.805
ord183,183,Lotus,1,Pfill,310,19.96,,20260423-090129.805
ord217,217,Orchid,1,New,210,13.58,,20260423-090129.805
ord218,218,Rose,1,Fill,800,31.06,,20260423-090129.805
ord212,212,Rose,2,Pfill,800,31.06,,20260423-090129.805
ord219,219,Lavender,1,New,220,14.06,,20260423-090129.805
ord220,220,Tulip,2,New,690,26.17,,20260423-090129.805
ord221,221,Lotus,1,New,340,15.12,,20260423-090129.805
ord222,222,Orchid,2,Pfill,130,28.02,,20260423-090129.805
ord156,156,Orchid,1,Fill,130,28.02,,20260423-090129.805
ord222,222,Orchid,2,Fill,520,26.51,,20260423-090129.805
ord64,64,Orchid,1,Pfill,520,26.51,,20260423-090129.805
ord223,223,Rose,2,New,240,37.43,,20260423-090129.805
ord224,224,Lavender,2,New,130,30.89,,20260423-090129.805
ord225,225,Lavender,2,Pfill,90,26.53,,20260423-090129.805
ord195,195,Lavender,1,Fill,90,26.53,,20260423-090129.805
